BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-9-1,37,29,21,21,19,14,94,70,23,1021,1016,1013,19,10,6,34,13,52,6.10,6,Rain,278
2015-9-2,23,21,18,19,17,15,94,80,65,1024,1021,1020,13,8,5,26,16,,0.00,8,Rain,144
2015-9-3,24,21,19,19,17,15,88,76,61,1020,1016,1015,19,11,10,23,10,,0.00,5,Rain,104
2015-9-4,26,23,19,20,18,17,94,81,58,1019,1015,1011,14,8,6,34,13,50,2.03,7,Rain,242
2015-9-5,21,19,18,19,17,16,100,87,68,1021,1019,1017,19,9,4,34,11,,4.06,8,Rain,96
2015-9-6,23,21,18,20,18,16,94,84,69,1020,1016,1013,19,11,10,23,6,,0.51,6,Rain,101
2015-9-7,26,23,20,21,20,19,100,89,74,1013,1011,1010,19,11,7,23,6,,0.25,5,Rain,342
2015-9-8,27,23,20,21,20,19,100,80,60,1013,1009,1005,14,10,7,27,11,47,0.51,7,Rain-Thunderstorm,219
2015-9-9,27,23,21,21,19,17,100,82,55,1016,1012,1009,19,9,6,24,13,,0.00,7,Rain-Thunderstorm,230
2015-9-10,26,23,20,21,19,19,94,82,64,1017,1013,1009,19,10,6,21,8,,0.25,6,Rain,349
2015-9-11,24,22,20,22,21,18,100,90,78,1016,1011,1006,19,8,2,29,10,,18.03,7,Rain-Thunderstorm,240
2015-9-12,23,20,18,19,19,18,100,94,78,1021,1017,1015,10,6,2,27,10,,0.00,7,Rain,171
2015-9-13,19,18,17,18,17,17,100,96,88,1023,1021,1019,8,5,4,32,13,,0.00,8,Rain,160
2015-9-14,21,19,18,18,17,16,94,88,78,1024,1022,1021,10,9,5,14,6,,0.00,8,Rain,142
2015-9-15,27,23,19,22,20,17,100,86,64,1023,1019,1015,19,10,8,19,10,,0.00,6,,170
2015-9-16,34,28,21,23,21,19,100,74,41,1016,1013,1011,19,16,8,13,8,,0.00,,,333
2015-9-17,33,28,22,22,21,20,88,70,46,1013,1012,1011,19,19,19,27,11,,0.00,,,335
2015-9-18,36,29,22,23,21,17,100,69,32,1014,1012,1011,19,19,19,21,10,,0.00,,,304
2015-9-19,28,24,21,23,22,21,100,83,70,1017,1014,1011,19,19,19,26,8,,0.00,,,162
2015-9-20,27,24,22,22,21,19,100,83,63,1017,1015,1013,19,10,5,23,13,,0.00,4,,157
2015-9-21,22,22,22,22,21,20,94,85,66,1017,1015,1013,19,9,5,27,11,,0.00,4,,159
2015-9-22,26,23,21,22,21,20,100,87,69,1015,1013,1012,9,5,2,24,11,,0.00,4,,159
2015-9-23,27,24,21,23,22,20,100,90,72,1015,1012,1009,7,6,3,32,11,,0.00,3,,150
2015-9-24,36,29,21,24,23,20,100,74,28,1011,1009,1006,19,7,0,19,8,,0.00,4,Fog,35
2015-9-25,35,30,24,26,22,18,94,67,32,1015,1010,1007,11,8,5,37,13,60,0.00,4,,304
2015-9-26,28,26,23,23,22,20,94,81,66,1019,1015,1013,19,9,6,26,11,,0.00,6,,150
2015-9-27,31,27,22,23,22,21,100,78,54,1019,1012,1008,19,9,3,40,10,63,0.00,3,Rain-Thunderstorm,59
2015-9-28,28,26,23,23,22,20,100,78,62,1013,1010,1006,19,10,10,47,11,64,0.00,5,Thunderstorm,272
2015-9-29,26,24,22,23,22,21,94,90,82,1015,1013,1012,19,10,8,19,13,,0.00,7,,173
2015-9-30,28,25,22,24,23,22,94,89,79,1015,1012,1010,10,7,5,23,10,,0.00,6,Rain,144
2015-10-1,28,26,23,23,23,22,100,83,63,1017,1015,1013,10,6,5,24,13,,0.00,6,,160
2015-10-2,28,26,22,24,23,22,100,86,74,1016,1012,1009,10,7,5,24,10,,0.00,4,Rain,153
2015-10-3,30,27,24,24,22,21,94,81,62,1016,1012,1008,19,9,6,29,13,55,0.00,6,,273
2015-10-4,24,22,20,23,21,20,100,94,83,1018,1015,1013,10,7,3,27,13,,4.06,7,Rain,164
2015-10-5,22,21,19,20,18,14,100,84,60,1022,1019,1016,18,7,2,24,14,,0.76,7,Rain,169
2015-10-6,25,22,19,19,17,15,88,73,62,1022,1020,1018,19,11,10,27,11,,0.00,6,,68
2015-10-7,29,24,19,21,18,15,83,69,51,1018,1016,1013,19,16,10,26,11,,0.00,4,,88
2015-10-8,31,26,21,21,19,17,83,67,43,1016,1013,1010,19,19,19,19,6,,0.00,,,18
2015-10-9,31,26,21,23,21,18,88,74,47,1015,1012,1010,19,14,9,21,11,,0.00,1,,193
2015-10-10,31,27,22,23,20,18,88,69,44,1017,1014,1010,19,13,10,23,10,,0.00,1,,189
2015-10-11,29,26,22,23,22,20,94,77,58,1015,1013,1011,19,14,9,24,8,,0.00,,,136
2015-10-12,28,26,22,23,22,20,94,79,62,1016,1014,1012,11,8,5,26,10,,0.00,5,,137
2015-10-13,30,27,23,23,21,20,94,79,55,1019,1016,1014,14,9,6,24,10,,0.00,5,,160
2015-10-14,30,26,22,24,22,21,100,82,66,1017,1014,1013,9,7,6,45,13,55,0.00,4,,24
2015-10-15,36,29,22,24,22,19,95,68,32,1014,1011,1009,19,10,6,21,10,,0.00,1,,16
2015-10-16,37,31,24,25,23,19,94,67,43,1015,1012,1010,19,8,5,27,11,,0.00,1,,325
2015-10-17,30,27,23,23,22,20,94,79,62,1021,1017,1014,19,9,6,29,16,,0.00,5,Rain,176
2015-10-18,25,22,19,20,19,18,100,87,69,1023,1021,1020,9,7,4,26,18,,0.00,7,Rain,171
2015-10-19,23,21,19,19,18,17,100,81,69,1022,1020,1017,19,9,5,19,10,,0.00,8,,105
2015-10-20,30,25,20,23,19,17,89,71,54,1018,1013,1009,19,13,10,21,13,,0.00,5,,92
2015-10-21,31,27,23,23,22,20,89,73,55,1013,1011,1009,19,12,8,52,13,71,0.00,4,,154
2015-10-22,29,26,23,23,22,20,100,81,55,1016,1012,1009,19,8,4,27,11,48,0.00,7,Rain-Thunderstorm,269
2015-10-23,32,28,23,24,21,18,94,73,43,1018,1013,1009,19,10,5,27,14,47,0.00,6,,230
2015-10-24,27,24,22,21,20,18,88,74,58,1020,1018,1016,19,11,10,23,13,,0.00,6,,176
2015-10-25,24,22,21,20,19,18,94,78,65,1021,1020,1018,19,10,5,19,14,,0.00,6,Rain,142
2015-10-26,29,24,21,22,19,17,83,74,56,1020,1017,1013,19,11,10,23,8,,0.00,4,,114
2015-10-27,29,26,22,23,21,20,94,77,56,1016,1013,1010,19,11,8,19,8,,0.00,6,Rain,121
2015-10-28,28,26,23,23,22,21,100,84,63,1015,1013,1011,19,9,6,23,11,,0.00,6,,172
2015-10-29,28,24,22,22,21,21,96,83,66,1020,1016,1013,19,9,5,29,18,,0.00,6,Rain,148
2015-10-30,27,24,21,22,21,20,100,82,68,1019,1016,1014,19,11,7,26,10,,0.00,5,Rain,120
2015-10-31,36,29,22,23,21,17,94,64,33,1015,1011,1008,19,12,10,16,10,,0.00,2,,23
2015-11-1,32,28,23,23,22,21,89,77,55,1015,1013,1011,19,11,10,32,10,,0.00,5,,142
2015-11-2,27,24,23,24,23,22,100,91,79,1015,1013,1010,19,10,6,24,8,,0.00,7,Rain,166
2015-11-3,28,26,23,26,24,22,100,93,75,1014,1012,1010,11,7,3,27,8,,0.00,7,Rain,92
2015-11-4,28,26,23,24,23,23,100,89,66,1014,1012,1010,19,8,3,26,10,,52.07,6,Rain-Thunderstorm,166
2015-11-5,28,25,22,25,23,23,100,92,79,1013,1012,1010,10,7,4,19,10,,8.89,7,Rain,149
2015-11-6,29,26,23,25,23,23,100,89,78,1016,1014,1012,11,8,3,23,11,,11.94,6,Rain-Thunderstorm,153
2015-11-7,26,23,22,24,23,22,100,96,89,1018,1015,1014,10,7,2,26,14,,0.00,8,Rain,136
2015-11-8,27,24,22,24,23,22,100,91,77,1017,1015,1013,11,8,2,19,11,,70.10,7,Rain,166
2015-11-9,28,26,23,25,24,23,100,94,75,1018,1015,1013,10,8,4,16,8,,0.51,6,Rain,159
2015-11-10,30,27,23,25,24,23,100,88,66,1018,1016,1013,19,6,4,24,10,,0.00,5,,164
2015-11-11,30,27,23,26,24,24,100,86,62,1015,1012,1009,10,8,5,24,10,,0.00,4,,152
2015-11-12,31,27,24,24,23,21,100,82,59,1013,1011,1009,19,9,5,32,13,,0.00,5,,162
2015-11-13,28,26,22,24,23,21,94,83,66,1013,1010,1008,19,11,10,27,11,,0.00,2,,159
2015-11-14,34,29,24,26,23,20,94,73,42,1010,1008,1006,19,14,10,24,11,,0.00,3,,18
2015-11-15,29,27,24,24,23,21,95,81,58,1013,1011,1008,19,9,5,27,11,,2.03,7,Rain,168
2015-11-16,26,24,23,23,22,22,96,89,78,1013,1012,1011,10,8,6,19,11,,0.00,7,Rain,172
2015-11-17,28,26,23,24,23,22,94,88,79,1012,1010,1008,10,8,5,21,10,,0.00,7,,146
2015-11-18,30,27,24,26,24,23,100,86,70,1010,1006,1004,19,9,6,29,11,,0.51,5,Rain,129
2015-11-19,33,29,24,26,24,22,100,80,59,1006,1004,1002,19,10,8,26,8,,0.00,5,,6
2015-11-20,33,29,26,26,24,22,94,79,53,1008,1004,1001,19,11,9,26,13,39,0.00,5,Rain-Thunderstorm,331
2015-11-21,25,22,20,24,21,19,100,91,74,1017,1012,1007,19,8,3,53,13,55,5.08,7,Rain,163
2015-11-22,28,24,21,22,21,19,94,81,65,1016,1014,1011,19,11,10,26,8,,0.00,5,,142
2015-11-23,26,24,22,23,22,20,100,91,78,1011,1009,1006,11,7,3,23,10,,4.06,8,Rain-Thunderstorm,140
2015-11-24,27,24,22,23,22,22,100,91,76,1009,1006,1004,19,9,7,23,10,,2.03,7,Rain,151
2015-11-25,27,24,22,24,22,21,100,91,83,1013,1009,1007,14,8,5,21,10,,1.02,6,Rain,157
2015-11-26,27,24,22,23,22,21,100,88,70,1017,1014,1012,19,11,8,24,11,,0.00,6,Rain,166
2015-11-27,28,24,21,22,21,19,94,77,56,1016,1014,1012,19,11,10,26,11,,0.00,4,,144
2015-11-28,31,26,21,24,21,19,89,75,54,1013,1010,1007,19,11,6,29,10,,1.02,1,Rain-Thunderstorm,141
2015-11-29,29,27,24,24,23,22,100,89,69,1014,1011,1009,19,9,1,26,10,40,26.92,6,Rain-Thunderstorm,88
2015-11-30,25,23,22,24,23,21,100,95,89,1022,1016,1013,10,5,1,27,10,,1.02,8,Rain,160
2015-12-1,27,24,21,22,21,21,100,90,70,1020,1018,1017,14,7,3,19,10,,4.06,8,Rain,162
2015-12-2,27,24,22,23,22,22,100,91,79,1017,1015,1012,10,8,4,19,10,,0.51,7,Rain,165
2015-12-3,23,22,21,23,22,19,100,93,83,1015,1014,1013,19,6,3,23,14,,2.03,8,Rain,160
2015-12-4,24,22,21,22,22,20,100,91,81,1015,1012,1010,11,8,3,19,11,,0.00,7,Rain,163
2015-12-5,29,26,22,24,23,22,100,84,66,1011,1008,1007,19,11,8,16,6,,0.51,3,Rain-Thunderstorm,131
2015-12-6,30,27,23,24,23,23,100,86,60,1012,1009,1008,19,9,5,23,8,,1.02,5,Rain,160
2015-12-7,24,23,22,24,22,20,100,90,74,1016,1012,1008,19,8,3,29,8,,9.91,7,Rain,152
2015-12-8,27,24,21,23,22,21,100,89,79,1017,1016,1014,19,10,5,21,10,,0.00,7,Rain,155
2015-12-9,29,26,22,24,23,21,94,81,66,1017,1013,1007,19,11,10,21,8,,0.00,4,,143
2015-12-10,38,31,24,26,23,21,100,70,39,1011,1008,1005,19,11,9,26,10,,0.00,4,,336
2015-12-11,30,27,24,23,22,21,94,76,55,1015,1012,1010,19,11,10,24,11,,0.00,5,,154
2015-12-12,29,26,23,24,23,22,94,86,69,1015,1013,1010,19,9,2,27,11,,39.88,4,Rain-Thunderstorm,217
2015-12-13,33,28,23,25,23,22,100,77,52,1014,1011,1009,19,10,5,32,13,52,0.00,5,Rain-Thunderstorm,326
2015-12-14,34,29,24,25,24,23,100,78,52,1014,1011,1008,19,11,8,21,11,,10.92,4,Rain-Thunderstorm,327
2015-12-15,37,31,26,25,24,22,94,70,39,1012,1010,1008,19,13,10,24,10,,0.00,1,,22
2015-12-16,33,29,25,26,23,22,89,73,52,1016,1013,1010,19,11,10,32,13,48,0.00,4,Rain,165
2015-12-17,31,27,24,25,23,22,94,79,63,1015,1014,1011,19,11,10,26,11,,0.00,4,,153
2015-12-18,33,29,24,25,24,23,94,74,47,1013,1011,1008,19,13,10,24,10,,0.00,1,Thunderstorm,67
2015-12-19,33,29,26,25,23,21,89,70,53,1014,1011,1009,19,12,10,29,11,,0.00,2,Thunderstorm,77
2015-12-20,32,29,25,25,23,22,94,75,55,1016,1014,1013,19,11,10,26,10,,0.00,3,,154
2015-12-21,31,28,24,25,24,22,98,77,57,1015,1013,1011,19,11,10,32,11,,0.00,3,Thunderstorm,128
2015-12-22,34,30,25,25,23,22,83,69,53,1015,1013,1010,19,12,10,26,10,,0.00,1,,78
2015-12-23,36,31,26,24,23,21,79,63,44,1015,1013,1010,19,13,10,14,6,,0.00,1,,31
2015-12-24,35,30,25,24,22,19,84,66,37,1014,1012,1011,19,13,8,24,10,,0.00,1,,18
2015-12-25,33,28,24,25,23,22,89,73,52,1014,1012,1010,19,12,10,23,10,,0.00,1,,102
2015-12-26,33,29,24,25,23,22,94,71,49,1012,1010,1007,19,12,10,26,10,,0.00,1,,158
2015-12-27,36,30,24,25,23,20,94,67,41,1010,1009,1006,19,12,10,27,10,50,0.00,2,Thunderstorm,42
2015-12-28,39,32,26,25,23,20,94,65,27,1013,1010,1008,19,10,5,26,13,,2.03,3,Rain,340
2015-12-29,36,31,25,25,23,18,94,71,25,1016,1013,1012,19,11,9,13,8,,0.00,6,,14
2015-12-30,37,31,24,26,23,20,89,70,39,1014,1013,1011,19,10,3,60,11,77,8.89,3,Rain-Thunderstorm,1
2015-12-31,37,31,25,26,23,22,89,69,44,1013,1009,1006,19,12,10,27,11,47,0.00,3,,1
